epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_loss
,0.001,0,,,
0,,9,,0.9953470230102539,
0,,19,,0.9226520657539368,
0,,29,,0.9079042673110962,
0,,39,,0.9161547422409058,
0,,49,,0.8878430128097534,
0,,59,,0.7400588393211365,
0,,69,,0.8986771106719971,
0,,79,,0.8092718124389648,
0,,89,,0.8442485332489014,
0,,99,,0.8304874300956726,
0,,109,,0.8525884747505188,
0,,119,,0.8626039028167725,
0,,129,,0.8563323020935059,
0,,139,,0.7960643768310547,
0,,149,,0.873358428478241,
0,,159,,0.7937250733375549,
0,,169,,0.7405072450637817,
0,,179,,0.8688408136367798,
0,,189,,0.7036437392234802,
0,,199,,0.8858862519264221,
0,,209,,0.8882806301116943,
0,,219,,0.8498407602310181,
0,,229,,0.8205758929252625,
0,,239,,0.7431552410125732,
0,,249,,0.8267742991447449,
0,,259,,0.7718479633331299,
0,,269,,0.7094630599021912,
0,,279,,0.7818028926849365,
0,,289,,0.7590026259422302,
0,,299,,0.836704432964325,
0,,309,,0.77960205078125,
0,,319,,0.7620697021484375,
0,,329,,0.7664241194725037,
0,,339,,0.7702714800834656,
0,,349,,0.8431776762008667,
0,,359,,0.7508201003074646,
0,,369,,0.799570620059967,
0,,379,,0.8396421074867249,
0,,389,,0.809226930141449,
0,,399,,0.7129576802253723,
0,,409,,0.7721201777458191,
0,,413,,,0.7661123275756836
0,,413,0.8293353319168091,,
,0.0009972883382072953,414,,,
1,,419,,0.7714558243751526,
1,,429,,0.7310723066329956,
1,,439,,0.7040674090385437,
1,,449,,0.7637025117874146,
1,,459,,0.803118109703064,
1,,469,,0.7301527857780457,
1,,479,,0.76200932264328,
1,,489,,0.6789514422416687,
1,,499,,0.6897182464599609,
1,,509,,0.7694424986839294,
1,,519,,0.7935100197792053,
1,,529,,0.8606992363929749,
1,,539,,0.7936779260635376,
1,,549,,0.7139687538146973,
1,,559,,0.7209900617599487,
1,,569,,0.7525432109832764,
1,,579,,0.871155321598053,
1,,589,,0.7105982899665833,
1,,599,,0.6771220564842224,
1,,609,,0.815190851688385,
1,,619,,0.7670428156852722,
1,,629,,0.7398786544799805,
1,,639,,0.7422690391540527,
1,,649,,0.6803687214851379,
1,,659,,0.7053905725479126,
1,,669,,0.6995871663093567,
1,,679,,0.7260316014289856,
1,,689,,0.8380625247955322,
1,,699,,0.8089527487754822,
1,,709,,0.7832521796226501,
1,,719,,0.7307784557342529,
1,,729,,0.7277123332023621,
1,,739,,0.7440429329872131,
1,,749,,0.7517176866531372,
1,,759,,0.778496503829956,
1,,769,,0.8048866391181946,
1,,779,,0.7629518508911133,
1,,789,,0.7349330186843872,
1,,799,,0.7403056025505066,
1,,809,,0.7663101553916931,
1,,819,,0.7499163746833801,
1,,827,,,0.7442460060119629
1,,827,0.7619177103042603,,
,0.0009891830623632338,828,,,
2,,829,,0.6502073407173157,
2,,839,,0.750065803527832,
2,,849,,0.7806912064552307,
2,,859,,0.799036979675293,
2,,869,,0.7318906188011169,
2,,879,,0.7777207493782043,
2,,889,,0.8403913378715515,
2,,899,,0.7309417128562927,
2,,909,,0.7719905376434326,
2,,919,,0.822688639163971,
2,,929,,0.767530620098114,
2,,939,,0.7992061376571655,
2,,949,,0.6368418335914612,
2,,959,,0.7329832911491394,
2,,969,,0.7611626386642456,
2,,979,,0.7156804800033569,
2,,989,,0.672134518623352,
2,,999,,0.7322067618370056,
2,,1009,,0.7391989231109619,
2,,1019,,0.6656998991966248,
2,,1029,,0.8279315233230591,
2,,1039,,0.6790009140968323,
2,,1049,,0.7177642583847046,
2,,1059,,0.7872044444084167,
2,,1069,,0.7794046401977539,
2,,1079,,0.7627907991409302,
2,,1089,,0.8413786888122559,
2,,1099,,0.8704504370689392,
2,,1109,,0.7433238625526428,
2,,1119,,0.7022319436073303,
2,,1129,,0.6600501537322998,
2,,1139,,0.7486749887466431,
2,,1149,,0.708242654800415,
2,,1159,,0.7360153198242188,
2,,1169,,0.7210683822631836,
2,,1179,,0.7486745119094849,
2,,1189,,0.8114410042762756,
2,,1199,,0.7557514309883118,
2,,1209,,0.7466301918029785,
2,,1219,,0.7790856957435608,
2,,1229,,0.859320878982544,
2,,1239,,0.7258983850479126,
2,,1241,,,0.7342167496681213
2,,1241,0.7424668073654175,,
,0.0009757729755661011,1242,,,
3,,1249,,0.7448415756225586,
3,,1259,,0.6943151950836182,
3,,1269,,0.7031674981117249,
3,,1279,,0.683804988861084,
3,,1289,,0.7380191683769226,
3,,1299,,0.7205196619033813,
3,,1309,,0.7422393560409546,
3,,1319,,0.7417213320732117,
3,,1329,,0.6746311187744141,
3,,1339,,0.7580248117446899,
3,,1349,,0.7253707647323608,
3,,1359,,0.6351591348648071,
3,,1369,,0.8079910278320312,
3,,1379,,0.6396977305412292,
3,,1389,,0.7328277230262756,
3,,1399,,0.7814356684684753,
3,,1409,,0.7747361063957214,
3,,1419,,0.7412052750587463,
3,,1429,,0.8173835873603821,
3,,1439,,0.7616111040115356,
3,,1449,,0.7741249799728394,
3,,1459,,0.7845276594161987,
3,,1469,,0.6961199045181274,
3,,1479,,0.7485765814781189,
3,,1489,,0.6458388566970825,
3,,1499,,0.7349551916122437,
3,,1509,,0.7096154689788818,
3,,1519,,0.7029995322227478,
3,,1529,,0.7496500611305237,
3,,1539,,0.843883216381073,
3,,1549,,0.7481619119644165,
3,,1559,,0.7513527870178223,
3,,1569,,0.7514762282371521,
3,,1579,,0.7867057919502258,
3,,1589,,0.744205892086029,
3,,1599,,0.7746912240982056,
3,,1609,,0.6484838724136353,
3,,1619,,0.8007218241691589,
3,,1629,,0.7123079299926758,
3,,1639,,0.8329874277114868,
3,,1649,,0.7569862604141235,
3,,1655,,,0.7256003618240356
3,,1655,0.730373740196228,,
,0.0009572050015330874,1656,,,
4,,1659,,0.7405607104301453,
4,,1669,,0.7654529809951782,
4,,1679,,0.7250228524208069,
4,,1689,,0.7543208599090576,
4,,1699,,0.7896568775177002,
4,,1709,,0.7167354822158813,
4,,1719,,0.7182925343513489,
4,,1729,,0.7180770635604858,
4,,1739,,0.7714161276817322,
4,,1749,,0.6937501430511475,
4,,1759,,0.6986827254295349,
4,,1769,,0.6954106092453003,
4,,1779,,0.6761693954467773,
4,,1789,,0.7813907265663147,
4,,1799,,0.7004342079162598,
4,,1809,,0.7479965090751648,
4,,1819,,0.6450526118278503,
4,,1829,,0.6999189853668213,
4,,1839,,0.7031985521316528,
4,,1849,,0.710210382938385,
4,,1859,,0.6797517538070679,
4,,1869,,0.7310542464256287,
4,,1879,,0.6944350600242615,
4,,1889,,0.6940079927444458,
