epoch,lr-AdamW,step,test_aupr,test_auroc,test_loss,train_loss_epoch,train_loss_step,val_loss
,0.001,0,,,,,,
0,,9,,,,,0.9868724942207336,
0,,19,,,,,0.9651095271110535,
0,,29,,,,,0.9680014252662659,
0,,39,,,,,0.9637052416801453,
0,,49,,,,,1.005184531211853,
0,,59,,,,,0.9405472278594971,
0,,69,,,,,0.9612029194831848,
0,,79,,,,,0.8760222792625427,
0,,89,,,,,0.9042380452156067,
0,,99,,,,,0.9156233072280884,
0,,109,,,,,0.8670408129692078,
0,,119,,,,,0.9157314896583557,
0,,129,,,,,0.8507080078125,
0,,139,,,,,0.8512450456619263,
0,,149,,,,,0.9838029146194458,
0,,159,,,,,0.8872315287590027,
0,,169,,,,,0.7877666354179382,
0,,179,,,,,0.7820069789886475,
0,,189,,,,,0.8439509272575378,
0,,199,,,,,0.8748243451118469,
0,,209,,,,,0.8988770246505737,
0,,219,,,,,0.8524251580238342,
0,,229,,,,,0.8432676196098328,
0,,239,,,,,0.8227001428604126,
0,,249,,,,,0.8172703385353088,
0,,259,,,,,0.8744082450866699,
0,,269,,,,,0.8683192729949951,
0,,279,,,,,0.8747358322143555,
0,,289,,,,,0.8726403117179871,
0,,299,,,,,0.8112491369247437,
0,,306,,,,,,0.931926965713501
0,,306,,,,0.8879208564758301,,
,0.0009972883382072953,307,,,,,,
1,,309,,,,,0.8354911804199219,
1,,319,,,,,0.8627943992614746,
1,,329,,,,,0.8467549085617065,
1,,339,,,,,0.912231981754303,
1,,349,,,,,0.7920414209365845,
1,,359,,,,,0.7776891589164734,
1,,369,,,,,0.7459943890571594,
1,,379,,,,,0.8852784037590027,
1,,389,,,,,0.8257980346679688,
1,,399,,,,,0.7716028690338135,
1,,409,,,,,0.7807392477989197,
1,,419,,,,,0.7872694730758667,
1,,429,,,,,0.8117004036903381,
1,,439,,,,,0.7462659478187561,
1,,449,,,,,0.7394056916236877,
1,,459,,,,,0.8521941304206848,
1,,469,,,,,0.8197300434112549,
1,,479,,,,,0.7311492562294006,
1,,489,,,,,0.8476811647415161,
1,,499,,,,,0.7852783203125,
1,,509,,,,,0.8047414422035217,
1,,519,,,,,0.7339314222335815,
1,,529,,,,,0.7290040850639343,
1,,539,,,,,0.8645219206809998,
1,,549,,,,,0.8590387105941772,
1,,559,,,,,0.8505823612213135,
1,,569,,,,,0.8505512475967407,
1,,579,,,,,0.7909448146820068,
1,,589,,,,,0.8306617140769958,
1,,599,,,,,0.7739561796188354,
1,,609,,,,,0.856069803237915,
1,,613,,,,,,0.9100760221481323
1,,613,,,,0.8056349754333496,,
,0.0009891830623632338,614,,,,,,
2,,619,,,,,0.7917588353157043,
2,,629,,,,,0.8257400989532471,
2,,639,,,,,0.8533384799957275,
2,,649,,,,,0.7369548678398132,
2,,659,,,,,0.7548736929893494,
2,,669,,,,,0.8402935862541199,
2,,679,,,,,0.7923218607902527,
2,,689,,,,,0.8409854769706726,
2,,699,,,,,0.7634648084640503,
2,,709,,,,,0.7986934185028076,
2,,719,,,,,0.7735852003097534,
2,,729,,,,,0.7065223455429077,
2,,739,,,,,0.7441709041595459,
2,,749,,,,,0.768876314163208,
2,,759,,,,,0.7771389484405518,
2,,769,,,,,0.8649052977561951,
2,,779,,,,,0.7480331659317017,
2,,789,,,,,0.9017972946166992,
2,,799,,,,,0.8094357848167419,
2,,809,,,,,0.8454617857933044,
2,,819,,,,,0.7084260582923889,
2,,829,,,,,0.8073121905326843,
2,,839,,,,,0.8707460761070251,
2,,849,,,,,0.7939914464950562,
2,,859,,,,,0.7337954640388489,
2,,869,,,,,0.7212060689926147,
2,,879,,,,,0.7853756546974182,
2,,889,,,,,0.7999134659767151,
2,,899,,,,,0.7993534803390503,
2,,909,,,,,0.8205346465110779,
2,,919,,,,,0.7733767032623291,
2,,920,,,,,,0.9085602760314941
2,,920,,,,0.78947514295578,,
,0.0009757729755661011,921,,,,,,
3,,929,,,,,0.8135071992874146,
3,,939,,,,,0.7944607734680176,
3,,949,,,,,0.8450323939323425,
3,,959,,,,,0.83696049451828,
3,,969,,,,,0.791307270526886,
3,,979,,,,,0.7929832935333252,
3,,989,,,,,0.8047305941581726,
3,,999,,,,,0.7438692450523376,
3,,1009,,,,,0.7811644673347473,
3,,1019,,,,,0.8129869103431702,
3,,1029,,,,,0.8233380913734436,
3,,1039,,,,,0.8022539615631104,
3,,1049,,,,,0.8294093012809753,
3,,1059,,,,,0.765836238861084,
3,,1069,,,,,0.711604118347168,
3,,1079,,,,,0.8523846864700317,
3,,1089,,,,,0.8536597490310669,
3,,1099,,,,,0.7733680605888367,
3,,1109,,,,,0.6649959087371826,
3,,1119,,,,,0.8541188836097717,
3,,1129,,,,,0.7803226113319397,
3,,1139,,,,,0.8505142331123352,
3,,1149,,,,,0.7930606007575989,
3,,1159,,,,,0.7514570355415344,
3,,1169,,,,,0.8042148947715759,
3,,1179,,,,,0.7315242886543274,
3,,1189,,,,,0.7595393657684326,
3,,1199,,,,,0.7950558662414551,
3,,1209,,,,,0.7997181415557861,
3,,1219,,,,,0.7587652206420898,
3,,1227,,,,,,0.9066804051399231
3,,1227,,,,0.7782477140426636,,
,0.0009572050015330874,1228,,,,,,
4,,1229,,,,,0.8086832761764526,
4,,1239,,,,,0.792706310749054,
4,,1249,,,,,0.699220597743988,
4,,1259,,,,,0.7972736358642578,
4,,1269,,,,,0.8160045742988586,
4,,1279,,,,,0.6687951683998108,
4,,1289,,,,,0.8125998377799988,
4,,1299,,,,,0.7776079773902893,
4,,1309,,,,,0.7243989109992981,
4,,1319,,,,,0.6870126128196716,
4,,1329,,,,,0.7961979508399963,
4,,1339,,,,,0.7520968914031982,
4,,1349,,,,,0.6858272552490234,
4,,1359,,,,,0.6359760761260986,
4,,1369,,,,,0.6590492129325867,
4,,1379,,,,,0.8367354869842529,
4,,1389,,,,,0.7444530129432678,
4,,1399,,,,,0.730446994304657,
4,,1409,,,,,0.7355445027351379,
4,,1419,,,,,0.8208497762680054,
4,,1429,,,,,0.7881447672843933,
4,,1439,,,,,0.7771315574645996,
4,,1449,,,,,0.8373779058456421,
4,,1459,,,,,0.8254469633102417,
4,,1469,,,,,0.8182886242866516,
4,,1479,,,,,0.7852442264556885,
4,,1489,,,,,0.8061456680297852,
4,,1499,,,,,0.7362105250358582,
4,,1509,,,,,0.7031762599945068,
4,,1519,,,,,0.8942274451255798,
4,,1529,,,,,0.8383499383926392,
4,,1534,,,,,,0.9331637620925903
4,,1534,,,,0.766595721244812,,
,0.0009336825748732973,1535,,,,,,
5,,1539,,,,,0.7451410293579102,
5,,1549,,,,,0.6947512626647949,
5,,1559,,,,,0.723936140537262,
5,,1569,,,,,0.710229754447937,
5,,1579,,,,,0.7585947513580322,
5,,1589,,,,,0.7495244145393372,
5,,1599,,,,,0.7208499312400818,
5,,1609,,,,,0.7720034122467041,
5,,1619,,,,,0.8296296000480652,
5,,1629,,,,,0.797931969165802,
5,,1639,,,,,0.8543303608894348,
5,,1649,,,,,0.7560696005821228,
5,,1659,,,,,0.8510653972625732,
5,,1669,,,,,0.7828276753425598,
5,,1679,,,,,0.7454789280891418,
5,,1689,,,,,0.7925311923027039,
5,,1699,,,,,0.7509748935699463,
5,,1709,,,,,0.7646165490150452,
5,,1719,,,,,0.7989126443862915,
5,,1729,,,,,0.8156754970550537,
5,,1739,,,,,0.7426332831382751,
5,,1749,,,,,0.7211483120918274,
5,,1759,,,,,0.7656517624855042,
5,,1769,,,,,0.7661266922950745,
5,,1779,,,,,0.6686040163040161,
5,,1789,,,,,0.7963420152664185,
5,,1799,,,,,0.7277302742004395,
5,,1809,,,,,0.7713161110877991,
5,,1819,,,,,0.6352590322494507,
5,,1829,,,,,0.7732496857643127,
5,,1839,,,,,0.8020191192626953,
5,,1841,,,,,,0.901197612285614
5,,1841,,,,0.7563316226005554,,
,0.0009054634122155991,1842,,,,,,
6,,1849,,,,,0.7527889013290405,
6,,1859,,,,,0.8758363723754883,
6,,1869,,,,,0.7555583715438843,
6,,1879,,,,,0.8247309327125549,
6,,1889,,,,,0.6693759560585022,
6,,1899,,,,,0.7769301533699036,
6,,1909,,,,,0.7698683142662048,
6,,1919,,,,,0.802541196346283,
6,,1929,,,,,0.7140340209007263,
6,,1939,,,,,0.7365993857383728,
6,,1949,,,,,0.7724112272262573,
6,,1959,,,,,0.7236567735671997,
6,,1969,,,,,0.8060487508773804,
6,,1979,,,,,0.7279786467552185,
6,,1989,,,,,0.7554100751876831,
6,,1999,,,,,0.7502780556678772,
6,,2009,,,,,0.638495922088623,
6,,2019,,,,,0.82210773229599,
6,,2029,,,,,0.8064885139465332,
6,,2039,,,,,0.748088002204895,
6,,2049,,,,,0.7995291948318481,
6,,2059,,,,,0.7637875080108643,
6,,2069,,,,,0.6760324239730835,
6,,2079,,,,,0.7725604772567749,
6,,2089,,,,,0.7901433110237122,
6,,2099,,,,,0.7654750943183899,
6,,2109,,,,,0.7223023772239685,
6,,2119,,,,,0.7224721908569336,
6,,2129,,,,,0.7410450577735901,
6,,2139,,,,,0.7027266621589661,
6,,2148,,,,,,0.9170042872428894
6,,2148,,,,0.7465205192565918,,
,0.0008728566886113102,2149,,,,,,
7,,2149,,,,,0.7881602048873901,
7,,2159,,,,,0.782142698764801,
7,,2169,,,,,0.7658846378326416,
7,,2179,,,,,0.7182514071464539,
7,,2189,,,,,0.7684205770492554,
7,,2199,,,,,0.7892202138900757,
7,,2209,,,,,0.7623990774154663,
7,,2219,,,,,0.7220208644866943,
7,,2229,,,,,0.7603089213371277,
7,,2239,,,,,0.7199504375457764,
7,,2249,,,,,0.7166982889175415,
7,,2259,,,,,0.824195146560669,
7,,2269,,,,,0.7080823183059692,
7,,2279,,,,,0.7471099495887756,
7,,2289,,,,,0.7190732359886169,
7,,2299,,,,,0.7019561529159546,
7,,2309,,,,,0.762786865234375,
7,,2319,,,,,0.749618649482727,
7,,2329,,,,,0.735649049282074,
7,,2339,,,,,0.7370673418045044,
7,,2349,,,,,0.695133626461029,
7,,2359,,,,,0.7228783369064331,
7,,2369,,,,,0.7802830338478088,
7,,2379,,,,,0.6498437523841858,
7,,2389,,,,,0.7125841379165649,
7,,2399,,,,,0.6816533207893372,
7,,2409,,,,,0.7562212944030762,
7,,2419,,,,,0.7252134680747986,
7,,2429,,,,,0.7283800840377808,
7,,2439,,,,,0.8115391731262207,
7,,2449,,,,,0.7410525679588318,
7,,2455,,,,,,0.952224850654602
7,,2455,,,,0.7393845915794373,,
,0.0008362196501476349,2456,,,,,,
8,,2459,,,,,0.8356609344482422,
8,,2469,,,,,0.8249272108078003,
8,,2479,,,,,0.8331997394561768,
8,,2489,,,,,0.7549118399620056,
8,,2499,,,,,0.6505603194236755,
8,,2509,,,,,0.6207419037818909,
8,,2519,,,,,0.6967102289199829,
8,,2529,,,,,0.6770545840263367,
8,,2539,,,,,0.7413370609283447,
8,,2549,,,,,0.7042217254638672,
8,,2559,,,,,0.771478533744812,
8,,2569,,,,,0.7646583914756775,
8,,2579,,,,,0.7651327252388,
8,,2589,,,,,0.7828645706176758,
8,,2599,,,,,0.6942689418792725,
8,,2609,,,,,0.7319846153259277,
8,,2619,,,,,0.7160066366195679,
8,,2629,,,,,0.7559710144996643,
8,,2639,,,,,0.7413017749786377,
8,,2649,,,,,0.79488205909729,
8,,2659,,,,,0.6873275637626648,
8,,2669,,,,,0.7208230495452881,
8,,2679,,,,,0.7240045666694641,
8,,2689,,,,,0.734918475151062,
8,,2699,,,,,0.7068244814872742,
8,,2709,,,,,0.6479668617248535,
8,,2719,,,,,0.7671558260917664,
8,,2729,,,,,0.7314527034759521,
8,,2739,,,,,0.7574089765548706,
8,,2749,,,,,0.776992917060852,
8,,2759,,,,,0.7458216547966003,
8,,2762,,,,,,0.91991126537323
8,,2762,,,,0.7316442728042603,,
,0.0007959536998847742,2763,,,,,,
9,,2769,,,,,0.7966646552085876,
9,,2779,,,,,0.7250840067863464,
9,,2789,,,,,0.7508707642555237,
9,,2799,,,,,0.663330078125,
9,,2809,,,,,0.7131410837173462,
9,,2819,,,,,0.7425711154937744,
9,,2829,,,,,0.7124121785163879,
9,,2839,,,,,0.808143138885498,
9,,2849,,,,,0.7271372675895691,
9,,2859,,,,,0.7308034896850586,
9,,2869,,,,,0.7641214728355408,
9,,2879,,,,,0.7109842300415039,
9,,2889,,,,,0.7154532074928284,
9,,2899,,,,,0.7644191980361938,
9,,2909,,,,,0.7852302193641663,
9,,2919,,,,,0.6631353497505188,
9,,2929,,,,,0.665587842464447,
9,,2939,,,,,0.6662437319755554,
9,,2949,,,,,0.7731232047080994,
9,,2959,,,,,0.7117507457733154,
9,,2969,,,,,0.7560288906097412,
9,,2979,,,,,0.6628363728523254,
9,,2989,,,,,0.726584255695343,
9,,2999,,,,,0.73940110206604,
9,,3009,,,,,0.7207576036453247,
9,,3019,,,,,0.7814739346504211,
9,,3029,,,,,0.716215193271637,
9,,3039,,,,,0.8301031589508057,
9,,3049,,,,,0.7255609035491943,
9,,3059,,,,,0.7190020084381104,
9,,3069,,,,,0.7174692749977112,
9,,3069,,,,,,0.9143635630607605
9,,3069,,,,0.7209898233413696,,
,0.0007525,3070,,,,,,
10,,3079,,,,,0.8098447918891907,
10,,3089,,,,,0.7565973401069641,
10,,3099,,,,,0.7183958888053894,
10,,3109,,,,,0.6498734951019287,
10,,3119,,,,,0.7847774624824524,
10,,3129,,,,,0.7378562688827515,
10,,3139,,,,,0.7551899552345276,
10,,3149,,,,,0.6893864870071411,
10,,3159,,,,,0.7032054662704468,
10,,3169,,,,,0.724281370639801,
10,,3179,,,,,0.7475743889808655,
10,,3189,,,,,0.6782731413841248,
10,,3199,,,,,0.8084167242050171,
10,,3209,,,,,0.7940672636032104,
10,,3219,,,,,0.834787905216217,
10,,3229,,,,,0.7018771171569824,
10,,3239,,,,,0.7390424013137817,
10,,3249,,,,,0.7047663927078247,
10,,3259,,,,,0.7315187454223633,
10,,3269,,,,,0.6443794369697571,
10,,3279,,,,,0.7875863909721375,
10,,3289,,,,,0.7146697044372559,
10,,3299,,,,,0.7783355712890625,
10,,3309,,,,,0.8343075513839722,
10,,3319,,,,,0.6306694746017456,
10,,3329,,,,,0.6848711967468262,
10,,3339,,,,,0.6897438764572144,
10,,3349,,,,,0.6632376909255981,
10,,3359,,,,,0.7543822526931763,
10,,3369,,,,,0.7702047824859619,
10,,3376,,,,,,0.8883253931999207
10,,3376,,,,0.7170940041542053,,
,0.0007063346383225212,3377,,,,,,
11,,3379,,,,,0.7066493034362793,
11,,3389,,,,,0.7697300910949707,
11,,3399,,,,,0.7222540378570557,
11,,3409,,,,,0.6799317598342896,
11,,3419,,,,,0.7523967027664185,
11,,3429,,,,,0.7140738368034363,
11,,3439,,,,,0.7030936479568481,
11,,3449,,,,,0.7158966064453125,
11,,3459,,,,,0.5615226030349731,
11,,3469,,,,,0.6966952085494995,
11,,3479,,,,,0.7099180221557617,
11,,3489,,,,,0.6597874164581299,
11,,3499,,,,,0.6682212948799133,
11,,3509,,,,,0.6972945928573608,
11,,3519,,,,,0.6596925258636475,
11,,3529,,,,,0.7775892615318298,
11,,3539,,,,,0.6237053275108337,
11,,3549,,,,,0.7244280576705933,
11,,3559,,,,,0.7533209323883057,
11,,3569,,,,,0.6691150665283203,
11,,3579,,,,,0.7355884313583374,
11,,3589,,,,,0.6161431074142456,
11,,3599,,,,,0.7273675799369812,
11,,3609,,,,,0.6809863448143005,
11,,3619,,,,,0.7707312703132629,
11,,3629,,,,,0.6995582580566406,
11,,3639,,,,,0.6364972591400146,
11,,3649,,,,,0.7395389080047607,
11,,3659,,,,,0.7523021101951599,
11,,3669,,,,,0.7127037048339844,
11,,3679,,,,,0.7311254739761353,
11,,3683,,,,,,0.9211267828941345
11,,3683,,,,0.7116285562515259,,
,0.000657963412215599,3684,,,,,,
12,,3689,,,,,0.7748541831970215,
