epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_loss
,0.001,0,,,
0,,9,,0.9361879229545593,
0,,19,,0.8235877752304077,
0,,29,,0.8764913082122803,
0,,39,,0.8893889784812927,
0,,49,,0.8052954077720642,
0,,59,,0.8539820313453674,
0,,69,,0.8612916469573975,
0,,79,,0.8169757127761841,
0,,89,,0.8224982619285583,
0,,99,,0.7324182987213135,
0,,109,,0.856106698513031,
0,,119,,0.8199049830436707,
0,,129,,0.8563519716262817,
0,,139,,0.7817685604095459,
0,,149,,0.7554082274436951,
0,,159,,0.7841028571128845,
0,,169,,0.8130745887756348,
0,,179,,0.773426353931427,
0,,189,,0.8512656688690186,
0,,199,,0.7684773802757263,
0,,209,,0.7637485861778259,
0,,219,,0.7958093881607056,
0,,229,,0.6935917735099792,
0,,239,,0.7270078659057617,
0,,249,,0.7582197785377502,
0,,259,,0.7144210934638977,
0,,269,,0.7940069437026978,
0,,279,,0.8692484498023987,
0,,289,,0.7346929907798767,
0,,299,,0.8064479231834412,
0,,306,,,1.0015829801559448
0,,306,0.8135673999786377,,
,0.0009972883382072953,307,,,
1,,309,,0.7613896727561951,
1,,319,,0.744979202747345,
1,,329,,0.7015498280525208,
1,,339,,0.8457651138305664,
1,,349,,0.7372351884841919,
1,,359,,0.7066868543624878,
1,,369,,0.7538166046142578,
1,,379,,0.717727541923523,
1,,389,,0.7938798069953918,
1,,399,,0.7647067904472351,
1,,409,,0.7528769969940186,
1,,419,,0.7276898622512817,
1,,429,,0.7467438578605652,
1,,439,,0.8487140536308289,
1,,449,,0.744215726852417,
1,,459,,0.813791036605835,
1,,469,,0.7442203760147095,
1,,479,,0.8407484889030457,
1,,489,,0.7070814967155457,
1,,499,,0.8193311095237732,
1,,509,,0.8005788922309875,
1,,519,,0.6783880591392517,
1,,529,,0.756097674369812,
1,,539,,0.7191556096076965,
1,,549,,0.8132508993148804,
1,,559,,0.7570587992668152,
1,,569,,0.8096749186515808,
1,,579,,0.7998741269111633,
1,,589,,0.76056969165802,
1,,599,,0.7077875733375549,
1,,609,,0.6775144934654236,
1,,613,,,1.0103747844696045
1,,613,0.7547537684440613,,
,0.0009891830623632338,614,,,
2,,619,,0.7043846249580383,
2,,629,,0.6905877590179443,
2,,639,,0.8162692785263062,
2,,649,,0.7698188424110413,
2,,659,,0.7189257740974426,
2,,669,,0.7391951680183411,
2,,679,,0.8447237610816956,
2,,689,,0.70111083984375,
2,,699,,0.6396651864051819,
2,,709,,0.7599879503250122,
2,,719,,0.7317349314689636,
2,,729,,0.7140804529190063,
2,,739,,0.7459887862205505,
2,,749,,0.7308117151260376,
2,,759,,0.7307475209236145,
2,,769,,0.7566521167755127,
2,,779,,0.8402928709983826,
2,,789,,0.7277994751930237,
2,,799,,0.7292666435241699,
2,,809,,0.6500526666641235,
2,,819,,0.7250960469245911,
2,,829,,0.7282853722572327,
2,,839,,0.7747892141342163,
2,,849,,0.7132279276847839,
2,,859,,0.612592339515686,
2,,869,,0.746066689491272,
2,,879,,0.7149374485015869,
2,,889,,0.7525321245193481,
2,,899,,0.8379250168800354,
2,,909,,0.7009655833244324,
2,,919,,0.819275975227356,
2,,920,,,1.0487643480300903
2,,920,0.7324090600013733,,
,0.0009757729755661011,921,,,
3,,929,,0.7568921446800232,
3,,939,,0.7064493894577026,
3,,949,,0.8047525882720947,
3,,959,,0.7043765783309937,
3,,969,,0.7394359111785889,
3,,979,,0.6985968351364136,
3,,989,,0.720528244972229,
3,,999,,0.7462728023529053,
3,,1009,,0.6416907906532288,
3,,1019,,0.720660924911499,
3,,1029,,0.7592969536781311,
3,,1039,,0.6604058742523193,
3,,1049,,0.6897172927856445,
3,,1059,,0.657259464263916,
3,,1069,,0.7360594272613525,
3,,1079,,0.7845335006713867,
3,,1089,,0.7999109625816345,
3,,1099,,0.6302749514579773,
3,,1109,,0.6583832502365112,
3,,1119,,0.7404232025146484,
3,,1129,,0.7203479409217834,
3,,1139,,0.7139984369277954,
3,,1149,,0.651086688041687,
3,,1159,,0.7730315327644348,
3,,1169,,0.6857491135597229,
3,,1179,,0.6551941633224487,
3,,1189,,0.7414976358413696,
3,,1199,,0.6916993260383606,
3,,1209,,0.7155921459197998,
3,,1219,,0.6826702952384949,
3,,1227,,,1.013052225112915
3,,1227,0.7148076891899109,,
,0.0009572050015330874,1228,,,
4,,1229,,0.6649080514907837,
4,,1239,,0.7220200896263123,
4,,1249,,0.7621565461158752,
4,,1259,,0.6452491879463196,
4,,1269,,0.6865195631980896,
4,,1279,,0.7639695405960083,
4,,1289,,0.6232759952545166,
4,,1299,,0.759790301322937,
4,,1309,,0.7093608379364014,
4,,1319,,0.5956630110740662,
4,,1329,,0.6675904393196106,
4,,1339,,0.7520089745521545,
4,,1349,,0.7124490141868591,
4,,1359,,0.682956874370575,
4,,1369,,0.7092807292938232,
4,,1379,,0.6726648807525635,
4,,1389,,0.7203944325447083,
4,,1399,,0.768790602684021,
4,,1409,,0.7730122804641724,
4,,1419,,0.7709940075874329,
4,,1429,,0.728363573551178,
4,,1439,,0.701180636882782,
4,,1449,,0.6897420883178711,
4,,1459,,0.7150342464447021,
4,,1469,,0.7368965148925781,
4,,1479,,0.6779363751411438,
4,,1489,,0.7898553013801575,
4,,1499,,0.7106921672821045,
4,,1509,,0.7169142365455627,
4,,1519,,0.6870323419570923,
4,,1529,,0.7451769113540649,
4,,1534,,,1.0181654691696167
4,,1534,0.7056124806404114,,
,0.0009336825748732973,1535,,,
5,,1539,,0.6915087699890137,
5,,1549,,0.7126210927963257,
5,,1559,,0.7139667868614197,
5,,1569,,0.7405104637145996,
5,,1579,,0.6788322329521179,
5,,1589,,0.6769444346427917,
5,,1599,,0.6021202802658081,
5,,1609,,0.7483826875686646,
5,,1619,,0.7257311940193176,
5,,1629,,0.7146486639976501,
5,,1639,,0.673905611038208,
5,,1649,,0.680252194404602,
5,,1659,,0.7839112877845764,
5,,1669,,0.7046298980712891,
5,,1679,,0.6317771673202515,
5,,1689,,0.7182886004447937,
5,,1699,,0.6647189259529114,
5,,1709,,0.6764850616455078,
5,,1719,,0.6802433133125305,
5,,1729,,0.6642410159111023,
5,,1739,,0.7056638598442078,
5,,1749,,0.7033311724662781,
5,,1759,,0.6523846983909607,
5,,1769,,0.7445641756057739,
5,,1779,,0.6693357229232788,
5,,1789,,0.751705527305603,
5,,1799,,0.7260301113128662,
5,,1809,,0.7428418397903442,
5,,1819,,0.6935513019561768,
5,,1829,,0.6740401983261108,
5,,1839,,0.76746666431427,
5,,1841,,,1.0361266136169434
5,,1841,0.6936184763908386,,
