epoch,step,train_loss_epoch,train_loss_step,val_loss
0,19,,0.9798521995544434,
0,39,,0.8773879408836365,
0,59,,0.8981917500495911,
0,79,,0.8871018290519714,
0,99,,0.8849672675132751,
0,119,,0.8575304746627808,
0,139,,0.8662484884262085,
0,159,,0.9060611128807068,
0,179,,0.8204872608184814,
0,199,,0.9225322604179382,
0,219,,0.8225930333137512,
0,239,,0.8169681429862976,
0,259,,0.7730380296707153,
0,279,,0.8467726111412048,
0,299,,0.815759539604187,
0,319,,0.80488121509552,
0,339,,0.7434263825416565,
0,359,,0.8166719675064087,
0,363,,,0.8441392779350281
0,363,0.8768875002861023,,
1,379,,0.7545786499977112,
1,399,,0.8246711492538452,
1,419,,0.7746980786323547,
1,439,,0.82806396484375,
1,459,,0.8064793348312378,
1,479,,0.8209221959114075,
1,499,,0.8328817486763,
1,519,,0.8319986462593079,
1,539,,0.8080308437347412,
1,559,,0.7653144598007202,
1,579,,0.8810080289840698,
1,599,,0.802039623260498,
1,619,,0.8086737394332886,
1,639,,0.8082402348518372,
1,659,,0.7606081962585449,
1,679,,0.7805275321006775,
1,699,,0.8715778589248657,
1,719,,0.8136618137359619,
1,727,,,0.8361685276031494
1,727,0.8047599196434021,,
2,739,,0.7707071900367737,
2,759,,0.8123130202293396,
2,779,,0.8405689597129822,
2,799,,0.7896421551704407,
2,819,,0.7773644328117371,
2,839,,0.8353732824325562,
2,859,,0.7701214551925659,
2,879,,0.8635432124137878,
2,899,,0.8170095682144165,
2,919,,0.821844220161438,
2,939,,0.7937746644020081,
2,959,,0.8970752954483032,
2,979,,0.7264706492424011,
2,999,,0.7455967664718628,
2,1019,,0.6894094944000244,
2,1039,,0.7586703896522522,
2,1059,,0.7283339500427246,
2,1079,,0.733092188835144,
2,1091,,,0.8136774301528931
2,1091,0.7837597131729126,,
3,1099,,0.7758117318153381,
3,1119,,0.8203259706497192,
3,1139,,0.6974932551383972,
3,1159,,0.7521466016769409,
3,1179,,0.7192123532295227,
3,1199,,0.7810418605804443,
3,1219,,0.7236303687095642,
3,1239,,0.8189308643341064,
3,1259,,0.8598847389221191,
3,1279,,0.753571093082428,
3,1299,,0.6716066598892212,
3,1319,,0.7253733277320862,
3,1339,,0.7835333943367004,
3,1359,,0.7738564014434814,
3,1379,,0.8051702976226807,
3,1399,,0.7757089734077454,
3,1419,,0.786636233329773,
3,1439,,0.6808845400810242,
3,1455,,,0.8103908896446228
3,1455,0.7696492075920105,,
4,1459,,0.8063225746154785,
4,1479,,0.7667510509490967,
4,1499,,0.7962720990180969,
4,1519,,0.759355902671814,
4,1539,,0.8896195888519287,
4,1559,,0.7899019122123718,
4,1579,,0.7632589936256409,
4,1599,,0.72955721616745,
4,1619,,0.6819062232971191,
4,1639,,0.7750993967056274,
4,1659,,0.818405270576477,
4,1679,,0.7588310241699219,
4,1699,,0.7021871209144592,
4,1719,,0.6625015139579773,
4,1739,,0.7994383573532104,
4,1759,,0.7618904709815979,
4,1779,,0.758285403251648,
4,1799,,0.719467043876648,
4,1819,,0.7073618173599243,
4,1819,,,0.8104162812232971
4,1819,0.7556616067886353,,
5,1839,,0.7654956579208374,
5,1859,,0.7042629718780518,
5,1879,,0.6605289578437805,
5,1899,,0.7097756862640381,
5,1919,,0.725922703742981,
5,1939,,0.7808485627174377,
