epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_loss
,0.001,0,,,
0,,9,,0.9802932739257812,
0,,19,,1.0769469738006592,
0,,29,,1.0618211030960083,
0,,39,,0.9246711730957031,
0,,49,,0.9237076640129089,
0,,59,,0.8705651760101318,
0,,69,,1.0396584272384644,
0,,79,,0.8808157444000244,
0,,89,,0.7955589294433594,
0,,99,,0.7846948504447937,
0,,109,,0.799232542514801,
0,,119,,0.8283029198646545,
0,,129,,0.8039236068725586,
0,,139,,0.7543454170227051,
0,,149,,0.7256640791893005,
0,,159,,0.8686007857322693,
0,,169,,0.7460311055183411,
0,,179,,0.8659743666648865,
0,,189,,0.7345671057701111,
0,,199,,0.8708562254905701,
0,,209,,0.8359104990959167,
0,,219,,0.8474228978157043,
0,,229,,0.7556449770927429,
0,,239,,0.8577683568000793,
0,,249,,0.7951539158821106,
0,,259,,0.7148364782333374,
0,,269,,0.7773299813270569,
0,,279,,0.8355951905250549,
0,,289,,0.8033331632614136,
0,,299,,0.734066903591156,
0,,306,,,0.9533215761184692
0,,306,0.8756800293922424,,
,0.0009972883382072953,307,,,
1,,309,,0.8227207660675049,
1,,319,,0.7567929625511169,
1,,329,,0.7391558885574341,
1,,339,,0.7651233673095703,
1,,349,,0.7259188294410706,
1,,359,,0.8017616271972656,
1,,369,,0.7355959415435791,
1,,379,,0.7106637358665466,
1,,389,,0.7612559795379639,
1,,399,,0.7360759973526001,
1,,409,,0.7404874563217163,
1,,419,,0.8089668154716492,
1,,429,,0.7997810244560242,
1,,439,,0.6879376769065857,
1,,449,,0.8092939257621765,
1,,459,,0.745600700378418,
1,,469,,0.773780107498169,
1,,479,,0.7001442909240723,
1,,489,,0.8427174687385559,
1,,499,,0.7151229381561279,
1,,509,,0.7679750323295593,
1,,519,,0.7565842270851135,
1,,529,,0.6990264654159546,
1,,539,,0.7706753611564636,
1,,549,,0.824759840965271,
1,,559,,0.7327331900596619,
1,,569,,0.7079269886016846,
1,,579,,0.8300948739051819,
1,,589,,0.8295103907585144,
1,,599,,0.7633324265480042,
1,,609,,0.8285257816314697,
1,,613,,,0.954975962638855
1,,613,0.7733648419380188,,
,0.0009891830623632338,614,,,
2,,619,,0.7639416456222534,
2,,629,,0.7799703478813171,
2,,639,,0.7912784218788147,
2,,649,,0.7360965609550476,
2,,659,,0.7739119529724121,
2,,669,,0.7931408286094666,
2,,679,,0.7659583687782288,
2,,689,,0.70245760679245,
2,,699,,0.8123115301132202,
2,,709,,0.7028985023498535,
2,,719,,0.8011327385902405,
2,,729,,0.646943986415863,
2,,739,,0.717208743095398,
2,,749,,0.7612752318382263,
2,,759,,0.7895557284355164,
2,,769,,0.7024257183074951,
2,,779,,0.6894078254699707,
2,,789,,0.7228577136993408,
2,,799,,0.7777380347251892,
2,,809,,0.7963300347328186,
2,,819,,0.7118645310401917,
2,,829,,0.7399394512176514,
2,,839,,0.6900926232337952,
2,,849,,0.7508127093315125,
2,,859,,0.7460639476776123,
2,,869,,0.6877627968788147,
2,,879,,0.7512669563293457,
2,,889,,0.6328754425048828,
2,,899,,0.7429803013801575,
2,,909,,0.7892971038818359,
2,,919,,0.7852326035499573,
2,,920,,,0.9127615094184875
2,,920,0.7510952949523926,,
,0.0009757729755661011,921,,,
